target_index,load_multiplier,python_index,matlab_index,U_absolute_error,U_denominator,U_relative_error,U_tolerance,U_pass,loaded_displacements_absolute_error,loaded_displacements_denominator,loaded_displacements_relative_error,loaded_displacements_tolerance,loaded_displacements_pass,support_reaction_absolute_error,support_reaction_denominator,support_reaction_relative_error,support_reaction_tolerance,support_reaction_pass,solid_material_energy_absolute_error,solid_material_energy_denominator,solid_material_energy_relative_error,solid_material_energy_tolerance,solid_material_energy_pass,medium_material_energy_absolute_error,medium_material_energy_denominator,medium_material_energy_relative_error,medium_material_energy_tolerance,medium_material_energy_pass,J_field_absolute_error,J_field_denominator,J_field_relative_error,J_field_tolerance,J_field_pass,min_J_absolute_error,min_J_tolerance,min_J_pass,loaded_node_0_ux_absolute_difference,loaded_node_0_uy_absolute_difference,loaded_node_1_ux_absolute_difference,loaded_node_1_uy_absolute_difference,loaded_node_2_ux_absolute_difference,loaded_node_2_uy_absolute_difference,loaded_node_3_ux_absolute_difference,loaded_node_3_uy_absolute_difference,loaded_node_4_ux_absolute_difference,loaded_node_4_uy_absolute_difference,loaded_node_5_ux_absolute_difference,loaded_node_5_uy_absolute_difference,python_validity_pass,matlab_validity_pass,status
66,0.6599999999999999,65,65,2.5923967329307695e-10,614.1400091577539,4.221181968727365e-13,1e-05,True,1.5818096095783743e-12,89.22063808023113,1.7729189609201644e-14,1e-05,True,1.6926322944551562e-13,7.7511330175877236,2.1837224191798613e-14,0.0001,True,1.0977885267493548e-12,28.338457119143822,3.873847196881274e-14,0.0001,True,6.655787032627813e-14,0.2582429118785833,2.5773358053510214e-13,0.0001,True,6.729157321969358e-11,104.0687002991589,6.466072222123969e-13,1e-05,True,9.20587662090605e-14,1e-06,True,2.282618538629322e-13,5.613287612504791e-13,2.398081733190338e-13,5.755396159656812e-13,2.495781359357352e-13,5.826450433232822e-13,2.5845992013273644e-13,5.968558980384842e-13,2.673417043297377e-13,6.181721801112872e-13,2.7711166694643907e-13,6.252776074688882e-13,True,True,pass
67,0.67,66,66,7.535252213800517e-11,620.0087639957004,1.2153460807939115e-13,1e-05,True,1.0911965019116475e-12,89.85408197948392,1.2144094935617914e-14,1e-05,True,1.9562673611857602e-13,7.822992901815216,2.500663602458128e-14,0.0001,True,6.785683126508957e-13,28.823967645096708,2.3541808019144376e-14,0.0001,True,6.628031457012185e-14,0.26066687433868385,2.5427210395749785e-13,0.0001,True,6.126129312901353e-11,104.03824068405669,5.888343817255793e-13,1e-05,True,1.3631335101481346e-14,1e-06,True,1.5898393712632242e-13,3.907985046680551e-13,1.6608936448392342e-13,3.979039320256561e-13,1.7319479184152442e-13,4.050093593832571e-13,1.8207657603852567e-13,4.121147867408581e-13,1.865174681370263e-13,4.192202140984591e-13,1.936228954946273e-13,4.263256414560601e-13,True,True,pass
68,0.6799999999999999,67,67,3.561213505489983e-10,625.8367201942464,5.690323674815147e-13,1e-05,True,2.7666009298574147e-13,90.48151538709239,3.0576421250478785e-15,1e-05,True,9.945283895043358e-14,7.894747661553325,1.2597342336191378e-14,0.0001,True,2.4513724383723456e-13,29.311648619153182,8.363133954773665e-15,0.0001,True,7.821521208484228e-14,0.2630596843608504,2.9732876884909153e-13,0.0001,True,1.0924909081389266e-10,104.00760035648848,1.0503952638022494e-12,1e-05,True,6.11702122331817e-14,1e-06,True,3.8191672047105385e-14,9.237055564881302e-14,3.9968028886505635e-14,9.947598300641403e-14,4.263256414560601e-14,9.947598300641403e-14,4.796163466380676e-14,1.0658141036401503e-13,5.1514348342607263e-14,1.0658141036401503e-13,5.240252676230739e-14,1.1368683772161603e-13,True,True,pass
69,0.69,68,68,1.886733924771144e-10,631.6240492306346,2.9871154004812314e-13,1e-05,True,1.2595234338429178e-13,91.10303914164871,1.3825262534706303e-15,1e-05,True,1.5670515444569558e-13,7.966394502758202,1.967077507791506e-14,0.0001,True,1.5631940186722204e-13,29.80143507665654,5.245364911626924e-15,0.0001,True,9.275913370743183e-14,0.26542263328939153,3.4947710584385663e-13,0.0001,True,5.804297108319896e-11,103.97683666445003,5.58229822575897e-13,1e-05,True,3.7896362480374646e-14,1e-06,True,1.2434497875801753e-14,4.973799150320701e-14,1.2434497875801753e-14,4.973799150320701e-14,1.2434497875801753e-14,4.973799150320701e-14,1.3322676295501878e-14,4.973799150320701e-14,1.3322676295501878e-14,4.973799150320701e-14,1.4210854715202004e-14,4.973799150320701e-14,True,True,pass
70,0.7000000000000001,69,69,3.367686745761845e-10,637.3710422591397,5.283714700663519e-13,1e-05,True,2.078271267224818e-12,91.71874788387582,2.2659176179074055e-14,1e-05,True,3.227697136166671e-13,8.037930444454355,4.015582317452834e-14,0.0001,True,1.4779288903810084e-12,30.293260721066922,4.878738224945222e-14,0.0001,True,4.574118861455645e-14,0.2677569007373718,1.7083103549746229e-13,0.0001,True,1.1129144346334608e-10,103.94599638402302,1.0706659932546675e-12,1e-05,True,8.867610964101436e-14,1e-06,True,3.170796958329447e-13,7.176481631177012e-13,3.312905505481467e-13,7.318590178329032e-13,3.455014052633487e-13,7.602807272633072e-13,3.6060043839825084e-13,7.815970093361102e-13,3.765876499528531e-13,8.029132914089132e-13,3.9257486150745535e-13,8.242295734817162e-13,True,True,pass
71,0.71,70,70,3.362094536821662e-10,643.0780685277421,5.228128125281609e-13,1e-05,True,4.775559524279794e-14,92.32873849268854,5.172343521901328e-16,1e-05,True,1.5743820625578868e-13,8.109352861793658,1.941439828047708e-14,0.0001,True,3.765876499528531e-13,30.787063907700794,1.2232009232249552e-14,0.0001,True,1.0086376178719547e-13,0.27006427661442095,3.734805767413724e-13,0.0001,True,7.125318745291823e-11,103.91514445230894,6.856862666982996e-13,1e-05,True,1.8316362424171395e-14,1e-06,True,5.329070518200751e-15,0.0,9.769962616701378e-15,1.4210854715202004e-14,1.0658141036401503e-14,1.4210854715202004e-14,1.3322676295501878e-14,1.4210854715202004e-14,1.5987211554602254e-14,1.4210854715202004e-14,1.865174681370263e-14,2.1316282072803006e-14,True,True,pass
72,0.7200000000000001,71,71,3.4401400824871054e-10,648.7454944693033,5.302757571058373e-13,1e-05,True,3.455561985587863e-13,92.9331119822248,3.718332370327601e-15,1e-05,True,1.1130612646111734e-13,8.180659611432915,1.3606008775326748e-14,0.0001,True,6.785683126508957e-13,31.282789190182193,2.169142618727418e-14,0.0001,True,1.0169642905566434e-13,0.2723474190718963,3.734069865696717e-13,0.0001,True,8.288085339207082e-11,103.88436789398267,7.978183346762373e-13,1e-05,True,5.591723915496227e-14,1e-06,True,5.684341886080802e-14,1.1368683772161603e-13,5.861977570020827e-14,1.2789769243681803e-13,5.861977570020827e-14,1.2079226507921703e-13,6.217248937900877e-14,1.2789769243681803e-13,6.572520305780927e-14,1.3500311979441904e-13,6.661338147750939e-14,1.3500311979441904e-13,True,True,pass
73,0.73,72,72,1.3798683197571474e-10,654.3736346232406,2.1086856907852262e-13,1e-05,True,2.224027848453945e-12,93.53196915522857,2.377826392987492e-14,1e-05,True,3.951062055634075e-13,8.251848766935245,4.788093150065701e-14,0.0001,True,1.794120407794253e-12,31.78038430518513,5.645370397555366e-14,0.0001,True,2.0039525594484076e-13,0.274609431138638,7.297464443006336e-13,0.0001,True,8.514856647142974e-11,103.85375760001061,8.198891252387487e-13,1e-05,True,4.469048828920075e-14,1e-06,True,3.490541189421492e-13,7.673861546209082e-13,3.6859404417555197e-13,7.887024366937112e-13,3.8546943414985435e-13,8.029132914089132e-13,4.0234482412415673e-13,8.242295734817162e-13,4.18332035678759e-13,8.455458555545192e-13,4.3520742565306136e-13,8.739675649849232e-13,True,True,pass
74,0.74,73,73,1.7329454245676854e-10,659.9627477578965,2.6258230944929126e-13,1e-05,True,2.5371637018355915e-12,94.12540571366874,2.695514226577351e-14,1e-05,True,3.4242487801985083e-13,8.322918324035822,4.114240518628656e-14,0.0001,True,2.2026824808563106e-12,32.27979655686184,6.823718597408811e-14,0.0001,True,1.000310945187266e-13,0.27685327110290275,3.6131447578795755e-13,0.0001,True,7.601865770778324e-11,103.82339047419843,7.321920172379166e-13,1e-05,True,3.703848751139549e-14,1e-06,True,3.8458125573015423e-13,8.881784197001252e-13,4.005684672847565e-13,9.166001291305292e-13,4.147793219999585e-13,9.308109838457312e-13,4.3165471197426086e-13,9.592326932761353e-13,4.4853010194856324e-13,9.734435479913373e-13,4.654054919228656e-13,9.947598300641403e-13,True,True,pass
75,0.7500000000000001,74,74,6.104735103356056e-10,665.5130554078498,9.17297572714762e-13,1e-05,True,8.241555441228452e-12,94.71351003399118,8.701562679147555e-14,1e-05,True,4.35220881721594e-13,8.39386606894996,5.184987205496817e-14,0.0001,True,5.258016244624741e-12,32.780970955090645,1.603984290711868e-13,0.0001,True,1.2614909117303341e-12,0.27908139305122753,4.520154131159786e-12,0.0001,True,3.208645759662277e-10,103.79332114824992,3.091379796084672e-12,1e-05,True,2.0215613579822878e-14,1e-06,True,1.2931877790833823e-12,2.7995383788947947e-12,1.3606893389805919e-12,2.8919089345436078e-12,1.4290790772975015e-12,2.9771740628348198e-12,1.496580637194711e-12,3.069544618483633e-12,1.566746732351021e-12,3.154809746774845e-12,1.6369128275073308e-12,3.247180302423658e-12,True,True,pass
76,0.76,75,75,1.1205988752008602e-09,671.024762195134,1.6699814050602652e-12,1e-05,True,4.069775768569211e-11,95.29636310633089,4.270651718395789e-13,1e-05,True,4.155243694143945e-12,8.46468957308143,4.908914447799764e-13,0.0001,True,3.3288927170360694e-11,33.28384982930391,1.0001525466880431e-12,0.0001,True,1.3722911695879247e-12,0.2812956195423672,4.878466190907881e-12,0.0001,True,4.587854076224884e-10,103.7635789488277,4.421449339644926e-12,1e-05,True,5.309880139747758e-14,1e-06,True,6.488143355909415e-12,1.3798739928461146e-11,6.8123284790999605e-12,1.4232170997274807e-11,7.141842672808707e-12,1.467270749344607e-11,7.479350472294755e-12,1.511324398961733e-11,7.815081914941402e-12,1.553956963107339e-11,8.15525424968655e-12,1.5973000699887052e-11,True,False,fail
77,0.7699999999999999,76,76,2.636644676990813e-10,676.4980712399769,3.8974903094077044e-13,1e-05,True,4.449995744490514e-12,95.8740391686809,4.641502311862741e-14,1e-05,True,4.296212755877029e-13,8.535386222331582,5.033413420281581e-14,0.0001,True,3.353761712787673e-12,33.78837289723199,9.925786373283514e-14,0.0001,True,3.3362201889985954e-13,0.2834970969255085,1.1768092954670425e-12,0.0001,True,1.0388397791728825e-10,103.73416425843695,1.0014442075079341e-12,1e-05,True,5.5792366169746255e-14,1e-06,True,7.078782005009998e-13,1.5134560271690134e-12,7.407408020299044e-13,1.5631940186722204e-12,7.771561172376096e-13,1.6129320101754274e-12,8.135714324453147e-13,1.6555645743210334e-12,8.464340339742193e-13,1.6981971384666394e-12,8.828493491819245e-13,1.7408297026122455e-12,True,True,pass
78,0.78,77,77,5.191278685419724e-10,681.9331968863162,7.612591246654257e-13,1e-05,True,3.240477914519942e-12,96.4466061370331,3.359867230492084e-14,1e-05,True,5.363149220243732e-13,8.605953228076274,6.231906074909705e-14,0.0001,True,3.282707439211663e-12,34.29447715350377,9.572116887853698e-14,0.0001,True,1.474376176702208e-13,0.2856862195854263,5.160823573645763e-13,0.0001,True,1.3175067438722328e-10,103.70504199773225,1.2704365366353578e-12,1e-05,True,1.5262170325290592e-13,1e-06,True,5.222489107836736e-13,1.1084466677857563e-12,5.471179065352771e-13,1.1368683772161603e-12,5.710987238671805e-13,1.1723955140041653e-12,5.950795411990839e-13,1.2008172234345693e-12,6.208367153703875e-13,1.2292389328649733e-12,6.439293542825908e-13,1.2647660696529783e-12,True,True,pass
79,0.79,78,78,3.22007788702394e-10,687.3303797039455,4.684905515759288e-13,1e-05,True,6.562935392751428e-13,97.0141257878183,6.764927622092236e-15,1e-05,True,1.7737272654348057e-13,8.676387623238785,2.044315379230021e-14,0.0001,True,1.4210854715202004e-14,34.80209661193018,4.0833329306747894e-16,0.0001,True,1.4788170688007085e-13,0.2878625133465459,5.137233923266769e-13,0.0001,True,1.4097750830532996e-10,103.67613510501847,1.3597874589222213e-12,1e-05,True,3.282371932849387e-14,1e-06,True,9.769962616701378e-14,2.4158453015843406e-13,1.0036416142611415e-13,2.4158453015843406e-13,1.0036416142611415e-13,2.4868995751603507e-13,1.0391687510491465e-13,2.4868995751603507e-13,1.0480505352461478e-13,2.4868995751603507e-13,1.0746958878371515e-13,2.5579538487363607e-13,True,True,pass
80,0.7999999999999999,79,79,2.078862843920594e-10,692.689904837916,3.0011449992288135e-13,1e-05,True,2.611833585414411e-13,97.57665456232303,2.676699254683108e-15,1e-05,True,1.4495237160023675e-13,8.746686307532217,1.6572261368903888e-14,0.0001,True,4.405364961712621e-13,35.31116273415155,1.2475842256680852e-14,0.0001,True,1.1896039708858552e-13,0.2900246213052456,4.101734416657746e-13,0.0001,True,6.819028333053063e-11,103.64732730458483,6.57906818283333e-13,1e-05,True,1.3777749828611935e-13,1e-06,True,3.6415315207705135e-14,1.0658141036401503e-13,3.6415315207705135e-14,1.0658141036401503e-13,3.730349362740526e-14,1.0658141036401503e-13,3.4638958368304884e-14,9.947598300641403e-14,3.197442310920451e-14,9.237055564881302e-14,3.019806626980426e-14,9.237055564881302e-14,True,True,pass
81,0.81,80,80,8.323938647860673e-10,698.0121134755173,1.1925206579029712e-12,1e-05,True,3.789084687317125e-12,98.1342462271957,3.8611237493431376e-14,1e-05,True,4.0396708860153147e-13,8.816846227936495,4.581764024890751e-14,0.0001,True,3.0055957722652238e-12,35.82160672874215,8.390454942529495e-14,0.0001,True,7.182032746300138e-13,0.29217064339584786,2.458163716526971e-12,0.0001,True,3.737026026684126e-10,103.618486566183,3.6065244248643028e-12,1e-05,True,7.09889097375363e-14,1e-06,True,6.536993168992922e-13,1.2008172234345693e-12,6.954437026251981e-13,1.2576606422953773e-12,7.371880883511039e-13,1.3145040611561853e-12,7.7982065249671e-13,1.3713474800169934e-12,8.251177519014163e-13,1.4281908988778014e-12,8.704148513061227e-13,1.4779288903810084e-12,True,True,pass
82,0.82,81,81,3.3786104771989265e-10,703.2973904294673,4.803957078719977e-13,1e-05,True,1.5912712243000532e-12,98.68695624625387,1.6124433104708886e-14,1e-05,True,2.239477285800915e-13,8.886864681482496,2.519985806093458e-14,0.0001,True,1.2079226507921703e-12,36.33336364504288,3.324554980906571e-14,0.0001,True,5.950795411990839e-14,0.2942988942724129,2.0220243867048253e-13,0.0001,True,8.223646543399313e-11,103.5895074458317,7.93868678997201e-13,1e-05,True,2.032261078172004e-14,1e-06,True,2.531308496145357e-13,5.542233338928781e-13,2.637889906509372e-13,5.613287612504791e-13,2.7711166694643907e-13,5.826450433232822e-13,2.877698079828406e-13,5.897504706808832e-13,2.9665159217984183e-13,6.039613253960852e-13,3.0730973321624333e-13,6.181721801112872e-13,True,True,pass
83,0.83,82,82,9.330130930269388e-10,708.5461274737232,1.3167993682409055e-12,1e-05,True,5.399321573331987e-12,99.23484526633386,5.440953284948332e-14,1e-05,True,4.706539666406428e-13,8.956739554737176,5.254746593493568e-14,0.0001,True,4.177991286269389e-12,36.84637581955175,1.1338947707449767e-13,0.0001,True,1.6586731987899839e-13,0.2964086630468104,5.595899869255972e-13,0.0001,True,2.413292642554652e-10,103.56034669374388,2.3303249936883803e-12,1e-05,True,2.525228696937873e-13,1e-06,True,8.926193117986259e-13,1.8118839761882555e-12,9.370282327836321e-13,1.8758328224066645e-12,9.814371537686384e-13,1.9326762412674725e-12,1.0276224315930449e-12,1.9895196601282805e-12,1.0746958878371515e-12,2.0392576516314875e-12,1.120881165661558e-12,2.0961010704922955e-12,True,True,pass
84,0.8400000000000001,83,83,3.2573820126300315e-10,713.7586885518049,4.563702081496426e-13,1e-05,True,4.244726769615239e-12,99.77797912990378,4.25417191912547e-14,1e-05,True,6.950881070827324e-13,9.026469316221027,7.70055359113251e-14,0.0001,True,4.206412995699793e-12,37.360593087041906,1.1258956692415944e-13,0.0001,True,6.251665851664256e-13,0.2985004081944265,2.094357555314387e-12,0.0001,True,1.1256712262393208e-10,103.5310251519703,1.0872791267998936e-12,1e-05,True,4.5010558323045624e-14,1e-06,True,7.176481631177012e-13,1.4068746168049984e-12,7.576161920042068e-13,1.4566126083082054e-12,7.949196856316121e-13,1.5063505998114124e-12,8.322231792590173e-13,1.5489831639570184e-12,8.704148513061227e-13,1.5987211554602254e-12,9.094947017729282e-13,1.6413537196058314e-12,True,True,pass
85,0.85,84,84,6.084674973479491e-10,718.9353995867592,8.463451621629613e-13,1e-05,True,3.356465850370356e-12,100.316426082267,3.3458786177428236e-14,1e-05,True,6.498321459054883e-13,9.096052809749278,7.144111401914785e-14,0.0001,True,3.524291969370097e-12,37.875970216591,9.304822950320977e-14,0.0001,True,3.456679387170425e-13,0.30057535803375407,1.1500208832096762e-12,0.0001,True,1.330467644217595e-10,103.50160077059653,1.285456103395421e-12,1e-05,True,9.703730061236954e-14,1e-06,True,5.622169396701793e-13,1.1439738045737613e-12,5.861977570020827e-13,1.1795009413617663e-12,6.10178574333986e-13,1.2079226507921703e-12,6.341593916658894e-13,1.2363443602225743e-12,6.554756737386924e-13,1.2576606422953773e-12,6.785683126508957e-13,1.2931877790833823e-12,True,True,pass
86,0.8600000000000001,85,85,1.684023593111004e-08,724.076558424232,2.325753504264593e-11,1e-05,True,9.188967595712543e-11,100.85025385963269,9.111496742985006e-13,1e-05,True,8.094013823636413e-12,9.165489039997325,8.830967762129117e-13,0.0001,True,7.508305088776979e-11,38.39246408879374,1.9556715795609887e-12,0.0001,True,1.8579027205589682e-12,0.3026349719403731,6.139087986582804e-12,0.0001,True,4.3329485300086055e-09,103.47213916069907,4.1875509341497717e-11,1e-05,True,1.6001062237355757e-13,1e-06,True,1.545696903804128e-11,3.0674129902763525e-11,1.623767786895769e-11,3.1661784305470064e-11,1.7034373911428702e-11,3.2649438708176604e-11,1.7847945343874017e-11,3.362998768352554e-11,1.8671286738936033e-11,3.460343123151688e-11,1.950262173977535e-11,3.5576874779508216e-11,True,True,pass
87,0.87,86,86,4.486599509930217e-09,729.1824488455298,6.152917581921474e-12,1e-05,True,4.869816537743941e-11,101.37952812977568,4.803550211350462e-13,1e-05,True,6.384869680216326e-12,9.234777054706079,6.91394025258311e-13,0.0001,True,4.7826631544012344e-11,38.91003208742899,1.2291593961307506e-12,0.0001,True,1.3405943022348765e-13,0.30468059527237984,4.3999989596856523e-13,0.0001,True,1.6397958692136282e-09,103.44269710874372,1.5852214946501245e-11,1e-05,True,7.669487603594732e-14,1e-06,True,8.414602348238986e-12,1.6186163520615082e-11,8.829381670238945e-12,1.6690648863004753e-11,9.249490062757104e-12,1.7188028778036823e-11,9.674039347373764e-12,1.7699619547784096e-11,1.0105694059348025e-11,1.8204104890173767e-11,1.0539125128161686e-11,1.8701484805205837e-11,True,True,pass
88,0.88,87,87,3.5579493510375722e-09,734.2533502563757,4.845669890093467e-12,1e-05,True,1.95221402485019e-11,101.90431208614152,1.915732499327358e-13,1e-05,True,2.5067172536145774e-12,9.303915909357753,2.694260436181882e-13,0.0001,True,1.935518412210513e-11,39.428631586247846,4.908916019509017e-13,0.0001,True,2.049471703458039e-13,0.3067133285664254,6.68204317379113e-13,0.0001,True,2.5376521867277408e-09,103.41331779995691,2.453893019501206e-11,1e-05,True,2.4143827128536577e-14,1e-06,True,3.483435762063891e-12,6.30961949354969e-12,3.673505943879718e-12,6.536993168992922e-12,3.867128839374345e-12,6.771472271793755e-12,4.064304448547773e-12,7.013056801952189e-12,4.263256414560601e-12,7.240430477395421e-12,4.46753745109163e-12,7.474909580196254e-12,True,True,pass
89,0.89,88,88,2.1871701033555457e-10,739.289542848609,2.958475639906937e-13,1e-05,True,1.707642143743643e-12,102.4246665574596,1.667217674353537e-14,1e-05,True,4.098900153716692e-13,9.372904669185477,4.373137568754227e-14,0.0001,True,1.3216094885137863e-12,39.94821995116004,3.3083063278653263e-14,0.0001,True,3.9612757518625585e-13,0.30873401265693456,1.283070730617663e-12,0.0001,True,1.1777401133524174e-10,103.38403176156334,1.1391895762671194e-12,1e-05,True,1.8079639077083626e-13,1e-06,True,2.6911806116913795e-13,6.252776074688882e-13,2.753353101070388e-13,6.323830348264892e-13,2.7977620220553945e-13,6.323830348264892e-13,2.859934511434403e-13,6.394884621840902e-13,2.8954616482224083e-13,6.465938895416912e-13,2.9665159217984183e-13,6.465938895416912e-13,True,True,pass
90,0.9,89,89,1.052324293538891e-08,744.2913104774186,1.4138607810211939e-11,1e-05,True,4.981034128409241e-13,102.94065026393883,4.8387436019083985e-15,1e-05,True,2.147172675246223e-12,9.441742422167447,2.274127570145382e-13,0.0001,True,6.508571459562518e-12,40.46875470549722,1.6082954632350974e-13,0.0001,True,1.7429946375102645e-12,0.3107432571663195,5.6091149117915026e-12,0.0001,True,3.162746916130596e-09,103.35485959534785,3.060085349168193e-11,1e-05,True,1.9734166828867111e-13,1e-06,True,8.881784197001252e-14,1.5631940186722204e-13,8.615330671091215e-14,1.7053025658242404e-13,8.171241461241152e-14,1.8474111129762605e-13,7.460698725481052e-14,1.9184653865522705e-13,6.750155989720952e-14,2.0605739337042905e-13,6.039613253960852e-14,2.1316282072803006e-13,True,True,pass
91,0.9099999999999999,90,90,1.6835088509269384e-08,749.2589426495465,2.246898575509391e-11,1e-05,True,7.683469906086462e-11,103.4523201157319,7.427063885557115e-13,1e-05,True,6.102294902070463e-12,9.510428294910511,6.416424910470221e-13,0.0001,True,6.479439207396354e-11,40.99019375045828,1.5807290999506222e-12,0.0001,True,1.0570433417456115e-12,0.31274148540008584,3.379926844030144e-12,0.0001,True,5.202657786751332e-09,103.32581496024623,5.035196469297641e-11,1e-05,True,3.430640306881748e-13,1e-06,True,1.3418599564829492e-11,2.509636942704674e-11,1.4141576798465394e-11,2.5984547846746864e-11,1.48840939573347e-11,2.687983169380459e-11,1.5642598327758606e-11,2.7768010113504715e-11,1.6415313552897715e-11,2.866329396056244e-11,1.7193357848555024e-11,2.9530156098189764e-11,True,True,pass
92,0.92,91,91,4.389097868683206e-09,754.192735792212,5.819597114088949e-12,1e-05,True,8.505343504247583e-11,103.95973155787141,8.181382711163411e-13,1e-05,True,1.1049148210682484e-11,9.578961471089443,1.1534808072910887e-12,0.0001,True,8.462563982902793e-11,41.512495638843575,2.038558234736508e-12,0.0001,True,1.1548539902150878e-12,0.31472899103113716,3.669360062546111e-12,0.0001,True,2.0041088406474705e-09,103.2969073633305,1.9401440873716918e-11,1e-05,True,1.0990527606925815e-13,1e-06,True,1.481392786217839e-11,2.8492763703980017e-11,1.5490719817989884e-11,2.928857156803133e-11,1.617728173641808e-11,3.008437943208264e-11,1.686828454694478e-11,3.0887292723491555e-11,1.7571721855347278e-11,3.1675995160185266e-11,1.8276935520589177e-11,3.2457592169521376e-11,True,True,pass
93,0.9299999999999999,92,92,1.2229730065458103e-08,759.0929934122757,1.6110977405394043e-11,1e-05,True,5.770484950774435e-11,104.4629389458201,5.523954245406888e-13,1e-05,True,7.869162604945817e-12,9.647341211238524,8.156820032216498e-13,0.0001,True,6.011191544530448e-11,42.03561988667016,1.4300232899471634e-12,0.0001,True,2.5210389331675742e-12,0.3167060023292178,7.960186780883739e-12,0.0001,True,4.387793021771031e-09,103.26814454429521,4.2489317893079384e-11,1e-05,True,4.341467235626645e-13,1e-06,True,1.035083130318526e-11,1.907096702780109e-11,1.0839329434020328e-11,1.9632295789051568e-11,1.1333156635373598e-11,2.0193624550302047e-11,1.1830536550405668e-11,2.0754953311552526e-11,1.2329692822277138e-11,2.1309176645445405e-11,1.283417816466681e-11,2.1870505406695884e-11,True,True,pass
94,0.94,93,93,6.882768485579981e-10,763.9600249889178,9.00933067234745e-13,1e-05,True,8.4492179653993e-12,104.96199588103187,8.049787825086693e-14,1e-05,True,9.643078613682616e-13,9.715566869355701,9.925389576699097e-14,0.0001,True,8.348877145181177e-12,42.55952725526004,1.9616940515121248e-13,0.0001,True,3.8308245464691026e-13,0.31867274099708637,1.2021186796470076e-12,0.0001,True,1.7522497095217265e-10,103.23953411824984,1.6972661921495228e-12,1e-05,True,1.0725972790070343e-13,1e-06,True,1.5223378113660146e-12,2.7498003873915877e-12,1.603162047558726e-12,2.8421709430404007e-12,1.6839862837514374e-12,2.9274360713316128e-12,1.765698698363849e-12,3.0198066269804258e-12,1.850963826655061e-12,3.11928260998684e-12,1.936228954946273e-12,3.211653165635653e-12,True,True,pass
95,0.9500000000000001,94,94,1.2218766212719165e-09,768.7941442814129,1.5893417377859934e-12,1e-05,True,1.3948842307605918e-11,105.45695541274158,1.322704818569092e-13,1e-05,True,1.5437669020500698e-12,9.783637900847562,1.5779068253500392e-13,0.0001,True,1.2299494756007334e-11,43.08417991285692,2.8547589349233487e-13,0.0001,True,1.3130052600729414e-12,0.32062945716306945,4.09508618356659e-12,0.0001,True,2.940543643900952e-10,103.21108415253143,2.849057994154236e-12,1e-05,True,3.315997921127939e-13,1e-06,True,2.432720691558643e-12,4.696687483374262e-12,2.5419666371817584e-12,4.82458517581108e-12,2.652100761224574e-12,4.938272013532696e-12,2.7622348852673895e-12,5.066169705969514e-12,2.8705926524708048e-12,5.17985654369113e-12,2.9825031333530205e-12,5.307754236127948e-12,True,True,pass
96,0.96,95,95,4.945850943812525e-10,773.5956682967027,6.393328125404662e-13,1e-05,True,3.027354156643763e-12,105.94787004822263,2.8573997337236224e-14,1e-05,True,6.182078169341094e-13,9.851553858451691,6.275231560590275e-14,0.0001,True,3.979039320256561e-12,43.60954141540364,9.124240226133394e-14,0.0001,True,8.135159212940835e-13,0.3225764279650019,2.5219323260109578e-12,0.0001,True,2.7517268416317287e-10,103.18280260669688,2.6668463853618306e-12,1e-05,True,1.175633890368108e-13,1e-06,True,5.551115123125783e-13,9.876544027065393e-13,5.808686864838819e-13,1.0160761121369433e-12,6.092903959142859e-13,1.0516032489249483e-12,6.359357485052897e-13,1.0800249583553523e-12,6.661338147750939e-13,1.1084466677857563e-12,6.945555242054979e-13,1.1439738045737613e-12,True,True,pass
97,0.97,96,96,7.27204334164729e-10,778.3649184442243,9.342717238827339e-13,1e-05,True,6.222113047520186e-12,106.43479160264715,5.845939052287706e-14,1e-05,True,8.791694919153484e-13,9.91931437892243,8.8632082655178e-14,0.0001,True,6.586731160496129e-12,44.13557653557132,1.492385888555804e-13,0.0001,True,4.004019338310627e-13,0.3245139228555225,1.2338513254154783e-12,0.0001,True,2.1897412179393774e-10,103.15469606839203,2.1227741454325734e-12,1e-05,True,4.556878623897774e-13,1e-06,True,1.1004530620084552e-12,2.1103119252074976e-12,1.1457501614131615e-12,2.1529444893531036e-12,1.191935439237568e-12,2.2026824808563106e-12,1.2363443602225743e-12,2.2524204723595176e-12,1.2789769243681803e-12,2.3021584638627246e-12,1.326938559031987e-12,2.3518964553659316e-12,True,True,pass
98,0.98,97,97,1.5121590314710048e-09,783.1022253199849,1.9309854864134993e-12,1e-05,True,5.485377264661385e-13,106.91777098684415,5.130463545986514e-15,1e-05,True,7.213533900574587e-13,9.986919167850072,7.222982162303288e-14,0.0001,True,2.8990143619012088e-12,44.66225104456149,6.490972340397117e-14,0.0001,True,1.4269141423994824e-12,0.32644215490344264,4.371108697102999e-12,0.0001,True,3.744512834601772e-10,103.12676871316125,3.630980473185222e-12,1e-05,True,3.471933840686753e-15,1e-06,True,1.1901590823981678e-13,1.7763568394002505e-13,1.2256862191861728e-13,1.8474111129762605e-13,1.2612133559741778e-13,1.8474111129762605e-13,1.2789769243681803e-13,1.8474111129762605e-13,1.2967404927621828e-13,1.8474111129762605e-13,1.3322676295501878e-13,1.9184653865522705e-13,True,True,pass
