target_index,load_multiplier,python_index,matlab_index,U_absolute_error,U_denominator,U_relative_error,U_tolerance,U_pass,loaded_displacements_absolute_error,loaded_displacements_denominator,loaded_displacements_relative_error,loaded_displacements_tolerance,loaded_displacements_pass,support_reaction_absolute_error,support_reaction_denominator,support_reaction_relative_error,support_reaction_tolerance,support_reaction_pass,solid_material_energy_absolute_error,solid_material_energy_denominator,solid_material_energy_relative_error,solid_material_energy_tolerance,solid_material_energy_pass,medium_material_energy_absolute_error,medium_material_energy_denominator,medium_material_energy_relative_error,medium_material_energy_tolerance,medium_material_energy_pass,J_field_absolute_error,J_field_denominator,J_field_relative_error,J_field_tolerance,J_field_pass,min_J_absolute_error,min_J_tolerance,min_J_pass,loaded_node_0_ux_absolute_difference,loaded_node_0_uy_absolute_difference,loaded_node_1_ux_absolute_difference,loaded_node_1_uy_absolute_difference,loaded_node_2_ux_absolute_difference,loaded_node_2_uy_absolute_difference,loaded_node_3_ux_absolute_difference,loaded_node_3_uy_absolute_difference,loaded_node_4_ux_absolute_difference,loaded_node_4_uy_absolute_difference,loaded_node_5_ux_absolute_difference,loaded_node_5_uy_absolute_difference,python_validity_pass,matlab_validity_pass,status
65,0.65,64,64,7.947571851282761e-10,608.2302880721394,1.3066715037282286e-12,1e-05,True,6.743613605602145e-12,88.58107123350207,7.612928486522587e-14,1e-05,True,7.047247635136327e-13,7.67917029882237,9.177095129947892e-14,0.0001,True,5.140776693224325e-12,27.85517762371614,1.8455372149009104e-13,0.0001,True,3.1818991885756986e-13,0.25578626644347174,1.2439679552846096e-12,0.0001,True,1.70446988676896e-10,104.09890826682906,1.6373561597783696e-12,1e-05,True,2.4981671462379063e-14,1e-06,True,9.734435479913373e-13,2.3376856006507296e-12,1.0231815394945443e-12,2.4158453015843406e-12,1.0729195309977513e-12,2.4868995751603507e-12,1.1226575225009583e-12,2.5579538487363607e-12,1.1732836924238654e-12,2.6219026949547697e-12,1.2247980407664727e-12,2.7000623958883807e-12,True,True,pass
66,0.6599999999999999,65,65,2.2578564998950035e-10,614.1400091577539,3.6764523825625384e-13,1e-05,True,1.5911790135081118e-12,89.22063808023113,1.7834203472936986e-14,1e-05,True,2.1031613812320158e-13,7.7511330175877236,2.7133599390693378e-14,0.0001,True,1.2008172234345693e-12,28.338457119143822,4.2374121441613937e-14,0.0001,True,8.970602038971265e-14,0.2582429118785833,3.473706973684113e-13,0.0001,True,8.773701962443807e-11,104.0687002991589,8.430682748244831e-13,1e-05,True,4.7006073079086663e-14,1e-06,True,2.282618538629322e-13,5.613287612504791e-13,2.389199948993337e-13,5.755396159656812e-13,2.4868995751603507e-13,5.897504706808832e-13,2.611244553918368e-13,6.039613253960852e-13,2.7000623958883807e-13,6.181721801112872e-13,2.8066438062523957e-13,6.323830348264892e-13,True,True,pass
67,0.67,66,66,2.1433521653332554e-10,620.0087639957004,3.456970755574866e-13,1e-05,True,4.755621113784371e-13,89.85408197948392,5.292604419318653e-15,1e-05,True,2.444625036346373e-13,7.822992901815216,3.1249229892297766e-14,0.0001,True,5.648814749292796e-13,28.823967645096708,1.959763075939244e-14,0.0001,True,2.8133051444001467e-13,0.26066687433868385,1.079272213447738e-12,0.0001,True,6.710012047817624e-11,104.03824068405669,6.44956316417786e-13,1e-05,True,2.7926079959779415e-14,1e-06,True,7.194245199571014e-14,1.7053025658242404e-13,7.37188088351104e-14,1.7053025658242404e-13,7.638334409421077e-14,1.7763568394002505e-13,7.993605777301127e-14,1.7763568394002505e-13,8.171241461241152e-14,1.8474111129762605e-13,8.43769498715119e-14,1.8474111129762605e-13,True,True,pass
68,0.6799999999999999,67,67,4.077546726598725e-10,625.8367201942464,6.515352319584478e-13,1e-05,True,4.2212121902305707e-13,90.48151538709239,4.665275744080593e-15,1e-05,True,1.1343664789613141e-13,7.894747661553325,1.4368622375171933e-14,0.0001,True,1.2079226507921703e-13,29.311648619153182,4.120964557424704e-15,0.0001,True,1.5093482019779003e-13,0.2630596843608504,5.737664460615187e-13,0.0001,True,1.4502827123375838e-10,104.00760035648848,1.3944007047241797e-12,1e-05,True,1.0725604161331698e-13,1e-06,True,6.217248937900877e-14,1.5631940186722204e-13,6.394884621840902e-14,1.4921397450962104e-13,6.572520305780927e-14,1.5631940186722204e-13,6.838973831690964e-14,1.6342482922482304e-13,6.927791673660977e-14,1.6342482922482304e-13,7.194245199571014e-14,1.6342482922482304e-13,True,True,pass
69,0.69,68,68,1.5945123629016996e-10,631.6240492306346,2.5244642993627857e-13,1e-05,True,5.256628282653348e-13,91.10303914164871,5.769981256586011e-15,1e-05,True,1.4423082050084634e-13,7.966394502758202,1.8104905607035822e-14,0.0001,True,1.5631940186722204e-13,29.80143507665654,5.245364911626924e-15,0.0001,True,2.282618538629322e-13,0.26542263328939153,8.599939313165401e-13,0.0001,True,7.243939936871451e-11,103.97683666445003,6.966878556085342e-13,1e-05,True,2.725105568718994e-14,1e-06,True,7.549516567451064e-14,1.9184653865522705e-13,7.904787935331115e-14,1.9184653865522705e-13,8.260059303211165e-14,1.9895196601282805e-13,8.526512829121202e-14,1.9895196601282805e-13,8.704148513061227e-14,1.9895196601282805e-13,8.881784197001252e-14,2.0605739337042905e-13,True,True,pass
70,0.7000000000000001,69,69,4.705375540910345e-10,637.3710422591397,7.382474616719805e-13,1e-05,True,6.672277444775306e-13,91.71874788387582,7.274714928754815e-15,1e-05,True,4.1025681896899374e-13,8.037930444454355,5.104010563465923e-14,0.0001,True,1.0196288258157438e-12,30.293260721066922,3.365860265767497e-14,0.0001,True,4.750089210858732e-13,0.2677569007373718,1.7740305470288652e-12,0.0001,True,1.5014155799842848e-10,103.94599638402302,1.4444188638467457e-12,1e-05,True,1.1185988929834217e-13,1e-06,True,1.0835776720341528e-13,2.2737367544323206e-13,1.127986593019159e-13,2.3447910280083306e-13,1.1723955140041653e-13,2.4158453015843406e-13,1.2256862191861728e-13,2.4868995751603507e-13,1.2789769243681803e-13,2.4868995751603507e-13,1.3322676295501878e-13,2.6290081223123707e-13,True,True,pass
71,0.71,70,70,3.3578419571928956e-10,643.0780685277421,5.221515274001356e-13,1e-05,True,1.2193366742980157e-12,92.32873849268854,1.3206469558712473e-14,1e-05,True,1.865794917747861e-13,8.109352861793658,2.3007938482222827e-14,0.0001,True,6.501466032204917e-13,30.787063907700794,2.1117525372657245e-14,0.0001,True,3.120836922221315e-13,0.27006427661442095,1.1555904251183246e-12,0.0001,True,8.46673736442208e-11,103.91514445230894,8.147741514527582e-13,1e-05,True,4.3807432724765616e-14,1e-06,True,1.829647544582258e-13,4.334310688136611e-13,1.8918200339612667e-13,4.405364961712621e-13,1.9628743075372768e-13,4.547473508864641e-13,2.0250467969162855e-13,4.618527782440651e-13,2.0872192862952943e-13,4.689582056016661e-13,2.1405099914773018e-13,4.760636329592671e-13,True,True,pass
72,0.7200000000000001,71,71,3.1939703122671476e-09,648.7454944693033,4.923302496119727e-12,1e-05,True,3.793455364591806e-12,92.9331119822248,4.081920086047883e-14,1e-05,True,1.180229260274199e-12,8.180659611432915,1.442706720891754e-13,0.0001,True,1.7763568394002505e-13,31.282789190182193,5.6783838186581625e-15,0.0001,True,1.5716872248106029e-12,0.2723474190718963,5.770890835560652e-12,0.0001,True,7.157539243328064e-10,103.88436789398267,6.889909799164936e-12,1e-05,True,9.183111085789286e-15,1e-06,True,5.346834086594754e-13,1.3500311979441904e-12,5.586642259913788e-13,1.3784529073745944e-12,5.826450433232822e-13,1.4139800441625994e-12,6.075140390748857e-13,1.4424017535930034e-12,6.306066779870889e-13,1.4708234630234074e-12,6.554756737386924e-13,1.5134560271690134e-12,True,True,pass
73,0.73,72,72,4.5476793638460555e-09,654.3736346232406,6.949667778813259e-12,1e-05,True,1.1327825440859447e-11,93.53196915522857,1.2111180319596858e-13,1e-05,True,1.521867044794916e-12,8.251848766935245,1.844274038192463e-13,0.0001,True,5.446310069601168e-12,31.78038430518513,1.7137332315747279e-13,0.0001,True,1.904365554139531e-12,0.274609431138638,6.934814824979926e-12,0.0001,True,1.1223782279614843e-09,103.85375760001061,1.0807295315055308e-11,1e-05,True,3.3960017415367305e-14,1e-06,True,1.674216321134736e-12,3.97193389289896e-12,1.7505996652289468e-12,4.071409875905374e-12,1.8269830093231576e-12,4.170885858911788e-12,1.9060308886764687e-12,4.277467269275803e-12,1.9824142327706795e-12,4.376943252282217e-12,2.0605739337042905e-12,4.483524662646232e-12,False,True,fail
74,0.74,73,73,1.757299896094581e-10,659.9627477578965,2.6627258918244827e-13,1e-05,True,2.0764606624205674e-12,94.12540571366874,2.2060575959026407e-14,1e-05,True,3.7903318957198194e-13,8.322918324035822,4.554089981603796e-14,0.0001,True,1.8118839761882555e-12,32.27979655686184,5.613058846255635e-14,0.0001,True,4.6906922790412864e-14,0.27685327110290275,1.69428819112555e-13,0.0001,True,4.458886830066122e-11,103.82339047419843,4.2946842803926906e-13,1e-05,True,4.548832556287852e-14,1e-06,True,3.1796787425264483e-13,7.318590178329032e-13,3.312905505481467e-13,7.531752999057062e-13,3.419486915845482e-13,7.602807272633072e-13,3.5438318946034997e-13,7.815970093361102e-13,3.659295089164516e-13,7.958078640513122e-13,3.7836400679225335e-13,8.100187187665142e-13,True,True,pass
75,0.7500000000000001,74,74,8.100932267254146e-10,665.5130554078498,1.2172461834410761e-12,1e-05,True,7.405492491474872e-12,94.71351003399118,7.81883438679145e-14,1e-05,True,3.81510798569412e-13,8.39386606894996,4.5451141992921684e-14,0.0001,True,4.781952611665474e-12,32.780970955090645,1.45875868601228e-13,0.0001,True,9.330314298949816e-13,0.27908139305122753,3.3432233503425165e-12,0.0001,True,3.521590995770807e-10,103.79332114824992,3.392887862929883e-12,1e-05,True,4.974858957944306e-14,1e-06,True,1.163513729807164e-12,2.5153212845907547e-12,1.2230216839270724e-12,2.5934809855243657e-12,1.2860823517257813e-12,2.6716406864579767e-12,1.3491430195244902e-12,2.7569058147491887e-12,1.4104273304837989e-12,2.8350655156827997e-12,1.4734879982825078e-12,2.9203306439740118e-12,True,True,pass
76,0.76,75,75,1.0391578481288553e-09,671.024762195134,1.5486132653725649e-12,1e-05,True,3.9855880456859425e-11,95.29636310633089,4.1823086587668164e-13,1e-05,True,4.163845974650143e-12,8.46468957308143,4.919076994733033e-13,0.0001,True,3.2649438708176604e-11,33.28384982930391,9.809393707644735e-13,0.0001,True,1.0433320873914909e-12,0.2812956195423672,3.709023585539163e-12,0.0001,True,4.2066954793069067e-10,103.7635789488277,4.0541156366450034e-12,1e-05,True,1.1669529546235596e-13,1e-06,True,6.354028414534696e-12,1.3507417406799505e-11,6.674660824046441e-12,1.3933743048255565e-11,6.997957768817287e-12,1.4367174117069226e-11,7.328360140945733e-12,1.4793499758525286e-11,7.65965069149388e-12,1.5219825399981346e-11,7.994493955720827e-12,1.5646151041437406e-11,True,False,fail
77,0.7699999999999999,76,76,4.385412280628522e-10,676.4980712399769,6.482520005696908e-13,1e-05,True,5.388681313821545e-12,95.8740391686809,5.620584425717887e-14,1e-05,True,4.2473260063857953e-13,8.535386222331582,4.976138039627653e-14,0.0001,True,3.723243935382925e-12,33.78837289723199,1.1019305211018139e-13,0.0001,True,7.478462293875054e-13,0.2834970969255085,2.637932583782362e-12,0.0001,True,1.7033379163575305e-10,103.73416425843695,1.6420221134803174e-12,1e-05,True,3.424326523292914e-14,1e-06,True,8.570921750106208e-13,1.8332002582610585e-12,8.952838470577262e-13,1.8900436771218665e-12,9.396927680427325e-13,1.9539925233402755e-12,9.823253321883385e-13,2.0037305148434825e-12,1.0240697179142444e-12,2.0605739337042905e-12,1.0675904604795505e-12,2.1103119252074976e-12,True,True,pass
78,0.78,77,77,2.4891722472660468e-09,681.9331968863162,3.6501702199445965e-12,1e-05,True,7.045081109338386e-12,96.4466061370331,7.304643876559644e-14,1e-05,True,1.0165716313948993e-12,8.605953228076274,1.18124233824373e-13,0.0001,True,4.831690603168681e-12,34.29447715350377,1.4088830051386396e-13,0.0001,True,1.815214645262131e-13,0.2856862195854263,6.353875408818391e-13,0.0001,True,6.234172377325299e-10,103.70504199773225,6.0114457862729795e-12,1e-05,True,2.301103101468027e-13,1e-06,True,1.0755840662568517e-12,2.4655832930875476e-12,1.1191048088221578e-12,2.5295321393059567e-12,1.162625551387464e-12,2.5863755581667647e-12,1.2114753644709708e-12,2.6503244043851737e-12,1.2576606422953773e-12,2.7071678232459817e-12,1.304734098539484e-12,2.7569058147491887e-12,True,True,pass
79,0.79,78,78,3.8512359845551826e-10,687.3303797039455,5.603180214752081e-13,1e-05,True,3.13891602629314e-13,97.0141257878183,3.2355247246760035e-15,1e-05,True,1.5592879079083495e-13,8.676387623238785,1.797162569975507e-14,0.0001,True,9.237055564881302e-14,34.80209661193018,2.6541664049386134e-15,0.0001,True,3.6193270602780103e-14,0.2878625133465459,1.257311005243969e-13,0.0001,True,1.769476790280263e-10,103.67613510501847,1.7067349091359125e-12,1e-05,True,7.080725166353635e-14,1e-06,True,4.3520742565306136e-14,1.2079226507921703e-13,4.3520742565306136e-14,1.2079226507921703e-13,4.1744385725905886e-14,1.2079226507921703e-13,4.263256414560601e-14,1.2079226507921703e-13,4.263256414560601e-14,1.2079226507921703e-13,4.263256414560601e-14,1.2079226507921703e-13,True,True,pass
80,0.7999999999999999,79,79,2.7492505293961096e-09,692.689904837916,3.968948457592164e-12,1e-05,True,1.7445332847797422e-11,97.57665456232303,1.7878592913487253e-13,1e-05,True,1.8169824204812888e-12,8.746686307532217,2.0773380416267961e-13,0.0001,True,1.369215851809713e-11,35.31116273415155,3.877572262681291e-13,0.0001,True,4.2837955405161665e-13,0.2900246213052456,1.477045473324677e-12,0.0001,True,7.592962395596186e-10,103.64732730458483,7.325767671059196e-12,1e-05,True,1.4192341963106814e-13,1e-06,True,2.752464922650688e-12,6.0609295360336546e-12,2.8688162956314045e-12,6.210143510543276e-12,2.9878322038712213e-12,6.359357485052897e-12,3.106848112111038e-12,6.508571459562518e-12,3.2240876635114546e-12,6.643574579356937e-12,3.3431035717512714e-12,6.792788553866558e-12,True,True,pass
81,0.81,80,80,3.518376197899467e-09,698.0121134755173,5.040566101898852e-12,1e-05,True,1.0417210502495848e-11,98.1342462271957,1.0615265213713897e-13,1e-05,True,1.77070417915022e-12,8.816846227936495,2.0083192259151354e-13,0.0001,True,7.979394922585925e-12,35.82160672874215,2.2275368559008565e-13,0.0001,True,2.6673108166619386e-13,0.29217064339584786,9.129290970715796e-13,0.0001,True,1.00650300592303e-09,103.618486566183,9.713546677601379e-12,1e-05,True,3.0012193359858774e-14,1e-06,True,1.595168441781425e-12,3.716138508025324e-12,1.6502355038028327e-12,3.780087354243733e-12,1.7035262089848402e-12,3.851141627819743e-12,1.758593271006248e-12,3.915090474038152e-12,1.8118839761882555e-12,3.979039320256561e-12,1.865174681370263e-12,4.050093593832571e-12,True,True,pass
82,0.82,81,81,1.050875235099894e-10,703.2973904294673,1.4942117650375168e-13,1e-05,True,1.0780872687365823e-12,98.68695624625387,1.0924313706123713e-14,1e-05,True,3.163884356052532e-13,8.886864681482496,3.560180636760564e-14,0.0001,True,1.2576606422953773e-12,36.33336364504288,3.4614484212968417e-14,0.0001,True,3.982925100842749e-13,0.2942988942724129,1.3533605386760375e-12,0.0001,True,7.980169240405774e-11,103.5895074458317,7.703646283460425e-13,1e-05,True,5.1996601468928816e-14,1e-06,True,1.794120407794253e-13,3.765876499528531e-13,1.8740564655672642e-13,3.765876499528531e-13,1.9451107391432743e-13,3.907985046680551e-13,1.9984014443252818e-13,3.979039320256561e-13,2.078337502098293e-13,4.050093593832571e-13,2.1316282072803006e-13,4.121147867408581e-13,True,True,pass
83,0.83,82,82,5.024562373258431e-09,708.5461274737232,7.09136946549012e-12,1e-05,True,2.230074406405366e-11,99.23484526633386,2.2472694953270965e-13,1e-05,True,2.0823423640109584e-12,8.956739554737176,2.324888818397781e-13,0.0001,True,1.7891466086439323e-11,36.84637581955175,4.855692232543965e-13,0.0001,True,5.871969577242453e-13,0.2964086630468104,1.9810384476904173e-12,0.0001,True,1.247941257410073e-09,103.56034669374388,1.2050377362105352e-11,1e-05,True,3.4815105984763173e-13,1e-06,True,3.597122599785507e-12,7.673861546209082e-12,3.754330180072429e-12,7.87281351222191e-12,3.915978652457852e-12,8.071765478234738e-12,4.077627124843275e-12,8.270717444247566e-12,4.241940132487798e-12,8.462563982902793e-12,4.403588604873221e-12,8.65441052155802e-12,True,True,pass
84,0.8400000000000001,83,83,2.1077044289528995e-09,713.7586885518049,2.9529650045022484e-12,1e-05,True,5.277158776517408e-12,99.77797912990378,5.288901241071364e-14,1e-05,True,1.2706138272733906e-12,9.026469316221027,1.4076531839420676e-13,0.0001,True,3.637978807091713e-12,37.360593087041906,9.737476058305681e-14,0.0001,True,6.933342788784103e-13,0.2985004081944265,2.322724726147815e-12,0.0001,True,5.420927907921985e-10,103.5310251519703,5.2360419497100085e-12,1e-05,True,6.037080286635382e-14,1e-06,True,8.144596108650148e-13,1.8900436771218665e-12,8.402167850363185e-13,1.9255708139098715e-12,8.659739592076221e-13,1.9468870959826745e-12,8.908429549592256e-13,1.9824142327706795e-12,9.183764859699295e-13,2.0108359422010835e-12,9.43245481721533e-13,2.0392576516314875e-12,True,True,pass
85,0.85,84,84,3.9962262582344297e-10,718.9353995867592,5.558533159629422e-13,1e-05,True,5.480621654424036e-12,100.316426082267,5.4633342399274817e-14,1e-05,True,8.091774495944467e-13,9.096052809749278,8.895918554113482e-14,0.0001,True,5.6630256040079985e-12,37.875970216591,1.4951499781060117e-13,0.0001,True,4.0795145039851377e-13,0.30057535803375407,1.3572351807785307e-12,0.0001,True,1.2715464804204876e-10,103.50160077059653,1.228528323188715e-12,1e-05,True,4.643299091576514e-15,1e-06,True,9.086065233532281e-13,1.8829382497642655e-12,9.459100169806334e-13,1.9326762412674725e-12,9.832135106080386e-13,1.9753088054130785e-12,1.0205170042354439e-12,2.0250467969162855e-12,1.0587086762825493e-12,2.0605739337042905e-12,1.0977885267493548e-12,2.1103119252074976e-12,True,True,pass
86,0.8600000000000001,85,85,1.7121021189706017e-08,724.076558424232,2.364531897975755e-11,1e-05,True,9.26956271802959e-11,100.85025385963269,9.19141237951798e-13,1e-05,True,8.034307784628004e-12,9.165489039997325,8.76582553267703e-13,0.0001,True,7.489830977647216e-11,38.39246408879374,1.9508596687945854e-12,0.0001,True,2.3055446440878313e-12,0.3026349719403731,7.618236019801715e-12,0.0001,True,4.401330300244723e-09,103.47213916069907,4.2536380671604425e-11,1e-05,True,7.801620677608256e-14,1e-06,True,1.5587531265737198e-11,3.0951241569709964e-11,1.637445734559151e-11,3.1938895972416503e-11,1.7177370637000422e-11,3.2933655802480644e-11,1.7998047496803338e-11,3.3928415632544784e-11,1.8829382497642655e-11,3.491607003525132e-11,1.9667822925839573e-11,3.588951358324266e-11,True,True,pass
87,0.87,86,86,3.963661929215851e-09,729.1824488455298,5.435761564874848e-12,1e-05,True,4.969242906397799e-11,101.37952812977568,4.901623629611576e-13,1e-05,True,6.214960346222306e-12,9.234777054706079,6.72995169174673e-13,0.0001,True,4.7684522996860323e-11,38.91003208742899,1.2255071620017037e-12,0.0001,True,4.84001727585337e-13,0.30468059527237984,1.5885544898343355e-12,0.0001,True,1.5495516219049672e-09,103.44269710874372,1.4979806842004588e-11,1e-05,True,1.3131176376281195e-13,1e-06,True,8.574474463785009e-12,1.652722403377993e-11,8.995471034722868e-12,1.7038814803527202e-11,9.423573033018329e-12,1.7550405573274475e-11,9.85700410183199e-12,1.8069101770379348e-11,1.0293987884324451e-11,1.858069254012662e-11,1.0734524380495714e-11,1.9092283309873892e-11,True,True,pass
88,0.88,87,87,3.880508581066917e-09,734.2533502563757,5.2849722506706685e-12,1e-05,True,2.2084150122543006e-11,101.90431208614152,2.1671457929940082e-13,1e-05,True,2.6043794520683222e-12,9.303915909357753,2.799229354006599e-13,0.0001,True,2.2076562800066313e-11,39.428631586247846,5.59911970360298e-13,0.0001,True,1.2567724638756772e-13,0.3067133285664254,4.097547601696403e-13,0.0001,True,2.7403026473476108e-09,103.41331779995691,2.649854685688029e-11,1e-05,True,3.7018158720661387e-13,1e-06,True,3.920419544556353e-12,7.183587058534613e-12,4.128253294766182e-12,7.432277016050648e-12,4.338751580235112e-12,7.688072400924284e-12,4.554578936222242e-12,7.950973213155521e-12,4.773070827468473e-12,8.206768598029157e-12,4.993339075554104e-12,8.455458555545192e-12,True,True,pass
89,0.89,88,88,7.744737949420402e-10,739.289542848609,1.0475919785877942e-12,1e-05,True,4.281252432468857e-12,102.4246665574596,4.1799037051949797e-14,1e-05,True,6.93572684312471e-13,9.372904669185477,7.399762494039574e-14,0.0001,True,3.33244543071487e-12,39.94821995116004,8.34191219230558e-14,0.0001,True,6.317724121629453e-13,0.30873401265693456,2.04633239702349e-12,0.0001,True,2.0818477416643285e-10,103.38403176156334,2.0137033797112263e-12,1e-05,True,1.5785665824627135e-13,1e-06,True,6.918909889463976e-13,1.5134560271690134e-12,7.149836278586008e-13,1.5347723092418164e-12,7.398526236102043e-13,1.5631940186722204e-12,7.638334409421077e-13,1.5916157281026244e-12,7.833733661755105e-13,1.6200374375330284e-12,8.08242361927114e-13,1.6413537196058314e-12,True,True,pass
90,0.9,89,89,9.959359180178283e-09,744.2913104774186,1.3380996177141912e-11,1e-05,True,5.268887068058449e-12,102.94065026393883,5.1183736012440884e-14,1e-05,True,1.9062173183280924e-12,9.441742422167447,2.0189253562484932e-13,0.0001,True,1.0132339411939029e-11,40.46875470549722,2.5037438106694855e-13,0.0001,True,4.0234482412415673e-13,0.3107432571663195,1.2947821548668687e-12,0.0001,True,3.0285706999619094e-09,103.35485959534785,2.9302644421551997e-11,1e-05,True,1.2396144223950079e-13,1e-06,True,1.0302869668521453e-12,1.7479351299698465e-12,1.0684786388992507e-12,1.7763568394002505e-12,1.1048939541069558e-12,1.8118839761882555e-12,1.1404210908949608e-12,1.8545165403338615e-12,1.1759482276829658e-12,1.8829382497642655e-12,1.2114753644709708e-12,1.9255708139098715e-12,True,True,pass
91,0.9099999999999999,90,90,1.8967765954592982e-08,749.2589426495465,2.531536812562922e-11,1e-05,True,8.692329857881565e-11,103.4523201157319,8.402257047650042e-13,1e-05,True,6.406491540369922e-12,9.510428294910511,6.736280787478672e-13,0.0001,True,7.401013135677204e-11,40.99019375045828,1.805557002421941e-12,0.0001,True,9.839906667252762e-13,0.31274148540008584,3.146338789900133e-12,0.0001,True,5.30781445481127e-09,103.32581496024623,5.136968391542238e-11,1e-05,True,4.105135827624229e-13,1e-06,True,1.511235581119763e-11,2.857092340491363e-11,1.5902834604730742e-11,2.9537261525547365e-11,1.6713741501916957e-11,3.05107050735387e-11,1.7539747432238073e-11,3.148414862153004e-11,1.8381740574113792e-11,3.2450486742163775e-11,1.923083914334711e-11,3.340261400808231e-11,True,True,pass
92,0.92,91,91,2.5619601599229605e-09,754.192735792212,3.396956823287154e-12,1e-05,True,9.963839293002415e-11,103.95973155787141,9.584325722749517e-13,1e-05,True,1.1949550816243073e-11,9.578961471089443,1.2474787431088829e-12,0.0001,True,9.810463552639703e-11,41.512495638843575,2.363255545508561e-12,0.0001,True,1.2551071293387395e-12,0.31472899103113716,3.987898049133223e-12,0.0001,True,1.6077141364100304e-09,103.2969073633305,1.5564010360495603e-11,1e-05,True,7.800390785768843e-14,1e-06,True,1.729461018840084e-11,3.348787913637352e-11,1.8072654484058148e-11,3.439737383814645e-11,1.886135692075186e-11,3.531397396727698e-11,1.9657164784803172e-11,3.623057409640751e-11,2.0461854433051485e-11,3.7125857943465235e-11,2.12700967949786e-11,3.802824721788056e-11,True,True,pass
93,0.9299999999999999,92,92,1.5424320159792986e-08,759.0929934122757,2.0319407890273844e-11,1e-05,True,3.935219680572032e-11,104.4629389458201,3.7670964652957365e-13,1e-05,True,7.452795555803501e-12,9.647341211238524,7.725232675632412e-13,0.0001,True,4.320099833421409e-11,42.03561988667016,1.0277235937208928e-12,0.0001,True,3.125166792017353e-12,0.3167060023292178,9.867722016738803e-12,0.0001,True,4.720711296255509e-09,103.26814454429521,4.571314142504648e-11,1e-05,True,2.468437035178274e-13,1e-06,True,7.224443265840819e-12,1.2782663816324202e-11,7.58504370423907e-12,1.319477860306506e-11,7.949196856316121e-12,1.361399881716352e-11,8.316902722071973e-12,1.4026113603904378e-11,8.686384944667225e-12,1.4445333818002837e-11,9.059419880941277e-12,1.4857448604743695e-11,True,True,pass
94,0.94,93,93,2.0731171189369298e-09,763.9600249889178,2.7136460693306604e-12,1e-05,True,1.458473261228965e-11,104.96199588103187,1.3895250838046724e-13,1e-05,True,1.377247171146693e-12,9.715566869355701,1.417567486968495e-13,0.0001,True,1.49000811688893e-11,42.55952725526004,3.5009978093795113e-13,0.0001,True,1.3131162823754039e-12,0.31867274099708637,4.120579244609472e-12,0.0001,True,4.3751095825036293e-10,103.23953411824984,4.237823833544628e-12,1e-05,True,4.200317123195102e-14,1e-06,True,2.5552893134772603e-12,4.874323167314287e-12,2.673417043297377e-12,5.009326287108706e-12,2.794209308376594e-12,5.144329406903125e-12,2.9167779302952113e-12,5.279332526697544e-12,3.0411229090532288e-12,5.4214410738495644e-12,3.1654678878112463e-12,5.5564441936439835e-12,True,True,pass
95,0.9500000000000001,94,94,2.9946975417686116e-09,768.7941442814129,3.895317835137437e-12,1e-05,True,2.7453570413794364e-11,105.45695541274158,2.60329632183534e-13,1e-05,True,2.8266686361499036e-12,9.783637900847562,2.889179530964681e-13,0.0001,True,2.5792701308091637e-11,43.08417991285692,5.986582861797663e-13,0.0001,True,1.0964562591198046e-12,0.32062945716306945,3.41969907824831e-12,0.0001,True,7.069148532529999e-10,103.21108415253143,6.849214491423029e-12,1e-05,True,5.946705936921495e-14,1e-06,True,4.767741756950272e-12,9.29389898374211e-12,4.972022793481301e-12,9.528378086542943e-12,5.17985654369113e-12,9.755751761986176e-12,5.384137580222159e-12,9.990230864787009e-12,5.5919713304319885e-12,1.021049911287264e-11,5.801581437481218e-12,1.0444978215673473e-11,True,True,pass
96,0.96,95,95,8.593953822759898e-10,773.5956682967027,1.1109102823290108e-12,1e-05,True,1.3663339709086566e-12,105.94787004822263,1.2896285411747908e-14,1e-05,True,5.626023710839469e-13,9.851553858451691,5.710798308241374e-14,0.0001,True,2.4371615836571436e-12,43.60954141540364,5.5885971385067035e-14,0.0001,True,1.3432033263427456e-12,0.3225764279650019,4.163984748719696e-12,0.0001,True,3.526405631633477e-10,103.18280260669688,3.4176292391234217e-12,1e-05,True,9.617016926734279e-14,1e-06,True,2.5490720645393594e-13,4.405364961712621e-13,2.7000623958883807e-13,4.547473508864641e-13,2.824407374646398e-13,4.689582056016661e-13,2.948752353404416e-13,4.831690603168681e-13,3.090860900556436e-13,4.973799150320701e-13,3.2152058793144533e-13,5.115907697472721e-13,True,True,pass
97,0.97,96,96,2.128531238716575e-09,778.3649184442243,2.734618670855604e-12,1e-05,True,4.35760762502077e-12,106.43479160264715,4.0941571448638905e-14,1e-05,True,6.847552539166606e-13,9.91931437892243,6.903251855508263e-14,0.0001,True,3.957723038183758e-12,44.13557653557132,8.967194605453967e-14,0.0001,True,4.4630965589931293e-13,0.3245139228555225,1.3753174346791136e-12,0.0001,True,4.326605866069313e-10,103.15469606839203,4.194288802131465e-12,1e-05,True,4.1939514334272607e-13,1e-06,True,7.469580509678053e-13,1.4779288903810084e-12,7.815970093361102e-13,1.5205614545266144e-12,8.135714324453147e-13,1.5560885913146194e-12,8.490985692333197e-13,1.5845103007450234e-12,8.828493491819245e-13,1.6200374375330284e-12,9.166001291305292e-13,1.6626700016786344e-12,True,True,pass
